City or Locality,Measurement Year,PM2.5 (μg/m3),PM10 (μg/m3),NO2 (μg/m3),lat,lng
Greenville-Anderson-Mauldin (Sc),2019,,,15.6,,
Gulfport-Biloxi-Pascagoula (Ms),2010,,,10.4,,
Gulfport-Biloxi-Pascagoula (Ms),2011,,,9.0,,
Gulfport-Biloxi-Pascagoula (Ms),2012,,,7.6,,
Gulfport-Biloxi-Pascagoula (Ms),2013,,,7.8,,
Gulfport-Biloxi-Pascagoula (Ms),2014,,,8.3,,
Gulfport-Biloxi-Pascagoula (Ms),2017,,,7.6,,
Hamilton (Na),2012,16.6,,,39.3939,-84.5653
Hamilton (Na),2012,16.6,,,34.1346,-87.9755
Hamilton (Na),2012,16.6,,,46.2527,-114.1598
Hamilton (Na),2012,16.6,,,31.6997,-98.1208
Hamilton (Na),2012,16.6,,,40.39,-91.3623
Hamilton (Na),2012,16.6,,,32.7647,-84.8753
Hamilton (Na),2012,16.6,,,39.7433,-94.0027
Hamilton (Na),2012,16.6,,,41.5409,-84.9204
Hamilton (Na),2012,16.6,,,39.1349,-77.6642
Hamilton (Na),2012,16.6,,,48.5283,-121.9839
Hamilton (Na),2012,16.6,,,33.746,-88.4095
Hamilton (Na),2012,16.6,,,37.9805,-96.1638
Hamilton (Na),2012,16.6,,,35.9443,-77.2067
Hamilton (Na),2012,16.6,,,41.1705,-92.9041
Hamilton (Na),2012,16.6,,,48.808,-97.4518
Hamilton (Na),2017,14.8,,,39.3939,-84.5653
Hamilton (Na),2017,14.8,,,34.1346,-87.9755
Hamilton (Na),2017,14.8,,,46.2527,-114.1598
Hamilton (Na),2017,14.8,,,31.6997,-98.1208
Hamilton (Na),2017,14.8,,,40.39,-91.3623
Hamilton (Na),2017,14.8,,,32.7647,-84.8753
Hamilton (Na),2017,14.8,,,39.7433,-94.0027
Hamilton (Na),2017,14.8,,,41.5409,-84.9204
Hamilton (Na),2017,14.8,,,39.1349,-77.6642
Hamilton (Na),2017,14.8,,,48.5283,-121.9839
Hamilton (Na),2017,14.8,,,33.746,-88.4095
Hamilton (Na),2017,14.8,,,37.9805,-96.1638
Hamilton (Na),2017,14.8,,,35.9443,-77.2067
Hamilton (Na),2017,14.8,,,41.1705,-92.9041
Hamilton (Na),2017,14.8,,,48.808,-97.4518
Hammond (La),2011,9.3,,,41.6168,-87.4909
Hammond (La),2011,9.3,,,30.5061,-90.4563
Hammond (La),2011,9.3,,,44.969,-92.4381
Hammond (La),2011,9.3,,,39.7994,-88.5921
Hammond (La),2011,9.3,,,44.2226,-92.3743
Hanford-Corcoran (Ca),2010,14.5,31.6,,,
Hanford-Corcoran (Ca),2011,18.0,36.3,17.6,,
Hanford-Corcoran (Ca),2012,14.8,,,,
Hanford-Corcoran (Ca),2013,18.2,49.6,19.3,,
Hanford-Corcoran (Ca),2014,17.5,46.5,18.4,,
Hanford-Corcoran (Ca),2015,16.5,44.1,17.4,,
Hanford-Corcoran (Ca),2016,15.5,43.4,,,
Hanford-Corcoran (Ca),2017,17.2,46.0,,,
Hanford-Corcoran (Ca),2018,,47.3,16.5,,
Hanford-Corcoran (Ca),2019,12.2,44.4,15.8,,
Harrisburg-Carlisle (Pa),2012,,15.5,,,
Harrisburg-Carlisle (Pa),2015,,17.9,,,
Harrisonburg (Va),2010,,,19.6,38.4362,-78.8735
Harrisonburg (Va),2010,,,19.6,31.7681,-91.825
Harrisonburg (Va),2011,,,17.5,38.4362,-78.8735
Harrisonburg (Va),2011,,,17.5,31.7681,-91.825
Harrisonburg (Va),2015,,,15.8,38.4362,-78.8735
Harrisonburg (Va),2015,,,15.8,31.7681,-91.825
Harrisonburg (Va),2016,,,15.2,38.4362,-78.8735
Harrisonburg (Va),2016,,,15.2,31.7681,-91.825
Hartford-West Hartford-East Hartford (Ct),2010,,10.4,18.1,,
Hartford-West Hartford-East Hartford (Ct),2011,,11.1,21.0,,
Hartford-West Hartford-East Hartford (Ct),2012,,10.5,16.7,,
Hartford-West Hartford-East Hartford (Ct),2013,,11.7,,,
Hartford-West Hartford-East Hartford (Ct),2014,,9.8,,,
Hartford-West Hartford-East Hartford (Ct),2016,,9.8,16.9,,
Hartford-West Hartford-East Hartford (Ct),2017,,9.3,,,
Hartford-West Hartford-East Hartford (Ct),2018,6.8,9.8,,,
Hartford-West Hartford-East Hartford (Ct),2019,,8.6,,,
Helena (Mt),2011,3.8,,,46.5965,-112.0202
Helena (Mt),2011,3.8,,,33.2837,-86.8791
Helena (Mt),2011,3.8,,,36.5463,-98.2718
Helena (Mt),2011,3.8,,,30.4881,-88.5056
Helena (Mt),2011,3.8,,,34.2807,-81.6445
Helena (Mt),2011,3.8,,,41.3403,-83.2921
Helena (Mt),2012,5.4,,,46.5965,-112.0202
Helena (Mt),2012,5.4,,,33.2837,-86.8791
Helena (Mt),2012,5.4,,,36.5463,-98.2718
Helena (Mt),2012,5.4,,,30.4881,-88.5056
Helena (Mt),2012,5.4,,,34.2807,-81.6445
Helena (Mt),2012,5.4,,,41.3403,-83.2921
Helena (Mt),2013,4.4,,,46.5965,-112.0202
Helena (Mt),2013,4.4,,,33.2837,-86.8791
Helena (Mt),2013,4.4,,,36.5463,-98.2718
Helena (Mt),2013,4.4,,,30.4881,-88.5056
Helena (Mt),2013,4.4,,,34.2807,-81.6445
Helena (Mt),2013,4.4,,,41.3403,-83.2921
Helena (Mt),2014,3.1,,,46.5965,-112.0202
Helena (Mt),2014,3.1,,,33.2837,-86.8791
Helena (Mt),2014,3.1,,,36.5463,-98.2718
Helena (Mt),2014,3.1,,,30.4881,-88.5056
Helena (Mt),2014,3.1,,,34.2807,-81.6445
Helena (Mt),2014,3.1,,,41.3403,-83.2921
Helena (Mt),2015,4.5,,,46.5965,-112.0202
Helena (Mt),2015,4.5,,,33.2837,-86.8791
Helena (Mt),2015,4.5,,,36.5463,-98.2718
Helena (Mt),2015,4.5,,,30.4881,-88.5056
Helena (Mt),2015,4.5,,,34.2807,-81.6445
Helena (Mt),2015,4.5,,,41.3403,-83.2921
Helena (Mt),2017,12.4,,,46.5965,-112.0202
Helena (Mt),2017,12.4,,,33.2837,-86.8791
Helena (Mt),2017,12.4,,,36.5463,-98.2718
Helena (Mt),2017,12.4,,,30.4881,-88.5056
Helena (Mt),2017,12.4,,,34.2807,-81.6445
Helena (Mt),2017,12.4,,,41.3403,-83.2921
Hilo (Hi),2010,18.2,,,19.6883,-155.0863
Hilo (Hi),2011,5.3,,,19.6883,-155.0863
Hilo (Hi),2012,11.43,,,19.6883,-155.0863
Hilo (Hi),2013,5.4,,,19.6883,-155.0863
Hilo (Hi),2014,4.2,,,19.6883,-155.0863
Hilo (Hi),2015,12.9,,,19.6883,-155.0863
Hilo (Hi),2016,14.0,,,19.6883,-155.0863
Hilo (Hi),2018,3.8,,,19.6883,-155.0863
Hilo (Hi),2019,2.7,,,19.6883,-155.0863
Hobbs (Nm),2011,,,11.7,32.7281,-103.16
Hobbs (Nm),2011,,,11.7,40.2836,-85.9475
Hobbs (Nm),2013,,,7.9,32.7281,-103.16
Hobbs (Nm),2013,,,7.9,40.2836,-85.9475
Hobbs (Nm),2017,,,7.9,32.7281,-103.16
Hobbs (Nm),2017,,,7.9,40.2836,-85.9475
Holland (Mi),2011,8.4,,,42.7677,-86.0984
Holland (Mi),2011,8.4,,,41.6192,-83.7081
Holland (Mi),2011,8.4,,,30.8835,-97.4025
Holland (Mi),2011,8.4,,,35.166,-92.277
Holland (Mi),2011,8.4,,,38.2464,-87.0384
Holland (Mi),2011,8.4,,,44.0897,-96.1944
Holland (Mi),2011,8.4,,,42.4001,-92.7988
Holland (Mi),2011,8.4,,,36.0571,-89.8705
Hot Springs (Ar),2013,9.4,,,34.4892,-93.0501
Hot Springs (Ar),2013,9.4,,,43.4195,-103.4657
Hot Springs (Ar),2013,9.4,,,47.6091,-114.6705
Hot Springs (Ar),2013,9.4,,,35.8934,-82.8303
Hot Springs (Ar),2013,9.4,,,38.0013,-79.8239
Hot Springs (Ar),2015,8.5,,,34.4892,-93.0501
Hot Springs (Ar),2015,8.5,,,43.4195,-103.4657
Hot Springs (Ar),2015,8.5,,,47.6091,-114.6705
Hot Springs (Ar),2015,8.5,,,35.8934,-82.8303
Hot Springs (Ar),2015,8.5,,,38.0013,-79.8239
Hot Springs (Ar),2017,8.4,,,34.4892,-93.0501
Hot Springs (Ar),2017,8.4,,,43.4195,-103.4657
Hot Springs (Ar),2017,8.4,,,47.6091,-114.6705
Hot Springs (Ar),2017,8.4,,,35.8934,-82.8303
Hot Springs (Ar),2017,8.4,,,38.0013,-79.8239
Houston-The Woodlands-Sugar Land (Tx),2010,,35.1,13.64,,
Houston-The Woodlands-Sugar Land (Tx),2011,,33.4,12.59,,
Houston-The Woodlands-Sugar Land (Tx),2012,,38.5,14.39,,
Houston-The Woodlands-Sugar Land (Tx),2013,,30.8,12.09,,
Houston-The Woodlands-Sugar Land (Tx),2014,11.6,28.97,11.7,,
Houston-The Woodlands-Sugar Land (Tx),2015,,28.8,10.0,,
Houston-The Woodlands-Sugar Land (Tx),2016,,24.2,14.77,,
Houston-The Woodlands-Sugar Land (Tx),2017,,26.9,11.07,,
Houston-The Woodlands-Sugar Land (Tx),2018,,,10.88,,
Houston-The Woodlands-Sugar Land (Tx),2019,,28.0,13.26,,
Huntington-Ashland (Wv-Ky-Oh),2011,,28.1,13.5,,
Huntington-Ashland (Wv-Ky-Oh),2012,,23.35,11.7,,
Huntington-Ashland (Wv-Ky-Oh),2013,,22.4,10.5,,
Huntington-Ashland (Wv-Ky-Oh),2014,,19.1,11.1,,
Huntington-Ashland (Wv-Ky-Oh),2015,,,11.3,,
Huntington-Ashland (Wv-Ky-Oh),2016,,21.9,9.2,,
Huntington-Ashland (Wv-Ky-Oh),2017,,,8.0,,
Huntington-Ashland (Wv-Ky-Oh),2018,,11.0,9.0,,
Huntington-Ashland (Wv-Ky-Oh),2019,,14.05,9.2,,
Huntsville (Al),2010,,17.38,,34.6981,-86.6412
Huntsville (Al),2010,,17.38,,30.7009,-95.5567
Huntsville (Al),2010,,17.38,,36.0985,-93.7363
Huntsville (Al),2010,,17.38,,36.4112,-84.5056
Huntsville (Al),2010,,17.38,,39.4364,-92.5437
Huntsville (Al),2010,,17.38,,41.2602,-111.774
Huntsville (Al),2010,,17.38,,40.4425,-83.8043
Huntsville (Al),2011,11.3,16.15,,34.6981,-86.6412
Huntsville (Al),2011,11.3,16.15,,30.7009,-95.5567
Huntsville (Al),2011,11.3,16.15,,36.0985,-93.7363
Huntsville (Al),2011,11.3,16.15,,36.4112,-84.5056
Huntsville (Al),2011,11.3,16.15,,39.4364,-92.5437
Huntsville (Al),2011,11.3,16.15,,41.2602,-111.774
Huntsville (Al),2011,11.3,16.15,,40.4425,-83.8043
Huntsville (Al),2012,9.3,14.85,,34.6981,-86.6412
Huntsville (Al),2012,9.3,14.85,,30.7009,-95.5567
Huntsville (Al),2012,9.3,14.85,,36.0985,-93.7363
Huntsville (Al),2012,9.3,14.85,,36.4112,-84.5056
Huntsville (Al),2012,9.3,14.85,,39.4364,-92.5437
Huntsville (Al),2012,9.3,14.85,,41.2602,-111.774
Huntsville (Al),2012,9.3,14.85,,40.4425,-83.8043
Huntsville (Al),2013,,14.1,,34.6981,-86.6412
Huntsville (Al),2013,,14.1,,30.7009,-95.5567
Huntsville (Al),2013,,14.1,,36.0985,-93.7363
Huntsville (Al),2013,,14.1,,36.4112,-84.5056
Huntsville (Al),2013,,14.1,,39.4364,-92.5437
Huntsville (Al),2013,,14.1,,41.2602,-111.774
Huntsville (Al),2013,,14.1,,40.4425,-83.8043
Huntsville (Al),2014,9.0,14.25,,34.6981,-86.6412
Huntsville (Al),2014,9.0,14.25,,30.7009,-95.5567
Huntsville (Al),2014,9.0,14.25,,36.0985,-93.7363
Huntsville (Al),2014,9.0,14.25,,36.4112,-84.5056
Huntsville (Al),2014,9.0,14.25,,39.4364,-92.5437
Huntsville (Al),2014,9.0,14.25,,41.2602,-111.774
Huntsville (Al),2014,9.0,14.25,,40.4425,-83.8043
Huntsville (Al),2015,8.2,16.5,,34.6981,-86.6412
Huntsville (Al),2015,8.2,16.5,,30.7009,-95.5567
Huntsville (Al),2015,8.2,16.5,,36.0985,-93.7363
Huntsville (Al),2015,8.2,16.5,,36.4112,-84.5056
Huntsville (Al),2015,8.2,16.5,,39.4364,-92.5437
Huntsville (Al),2015,8.2,16.5,,41.2602,-111.774
Huntsville (Al),2015,8.2,16.5,,40.4425,-83.8043
Huntsville (Al),2016,7.6,15.35,,34.6981,-86.6412
Huntsville (Al),2016,7.6,15.35,,30.7009,-95.5567
Huntsville (Al),2016,7.6,15.35,,36.0985,-93.7363
Huntsville (Al),2016,7.6,15.35,,36.4112,-84.5056
Huntsville (Al),2016,7.6,15.35,,39.4364,-92.5437
Huntsville (Al),2016,7.6,15.35,,41.2602,-111.774
Huntsville (Al),2016,7.6,15.35,,40.4425,-83.8043
Huntsville (Al),2017,7.5,12.47,,34.6981,-86.6412
Huntsville (Al),2017,7.5,12.47,,30.7009,-95.5567
Huntsville (Al),2017,7.5,12.47,,36.0985,-93.7363
Huntsville (Al),2017,7.5,12.47,,36.4112,-84.5056
Huntsville (Al),2017,7.5,12.47,,39.4364,-92.5437
Huntsville (Al),2017,7.5,12.47,,41.2602,-111.774
Huntsville (Al),2017,7.5,12.47,,40.4425,-83.8043
Huntsville (Al),2018,7.4,13.8,,34.6981,-86.6412
Huntsville (Al),2018,7.4,13.8,,30.7009,-95.5567
Huntsville (Al),2018,7.4,13.8,,36.0985,-93.7363
Huntsville (Al),2018,7.4,13.8,,36.4112,-84.5056
Huntsville (Al),2018,7.4,13.8,,39.4364,-92.5437
Huntsville (Al),2018,7.4,13.8,,41.2602,-111.774
Huntsville (Al),2018,7.4,13.8,,40.4425,-83.8043
Huntsville (Al),2019,,13.82,,34.6981,-86.6412
Huntsville (Al),2019,,13.82,,30.7009,-95.5567
Huntsville (Al),2019,,13.82,,36.0985,-93.7363
Huntsville (Al),2019,,13.82,,36.4112,-84.5056
Huntsville (Al),2019,,13.82,,39.4364,-92.5437
Huntsville (Al),2019,,13.82,,41.2602,-111.774
Huntsville (Al),2019,,13.82,,40.4425,-83.8043
Indianapolis-Carmel-Anderson (In),2010,14.03,,,,
Indianapolis-Carmel-Anderson (In),2011,13.9,22.95,,,
Indianapolis-Carmel-Anderson (In),2012,11.1,29.6,,,
Indianapolis-Carmel-Anderson (In),2013,,24.5,,,
Indianapolis-Carmel-Anderson (In),2014,12.13,26.2,,,
Indianapolis-Carmel-Anderson (In),2015,10.63,27.3,,,
Indianapolis-Carmel-Anderson (In),2016,9.2,16.1,,,
Indianapolis-Carmel-Anderson (In),2018,,16.1,,,
Indianapolis-Carmel-Anderson (In),2019,9.7,26.2,,,
Interior Township,2010,3.9,7.6,,,
Interior Township,2011,3.4,8.3,,,
Interior Township,2012,4.1,11.0,1.8,,
Interior Township,2013,,,1.9,,
Interior Township,2014,4.3,8.5,,,
Interior Township,2016,2.5,9.4,0.8,,
Interior Township,2017,3.6,,,,
Interior Township,2018,,9.5,,,
Interior Township,2019,,,1.7,,
Iowa City (Ia),2010,11.5,22.7,,41.6559,-91.5303
Iowa City (Ia),2013,,19.0,,41.6559,-91.5303
Iowa City (Ia),2014,,19.4,,41.6559,-91.5303
Iowa City (Ia),2015,,18.7,,41.6559,-91.5303
Iowa City (Ia),2016,,16.9,,41.6559,-91.5303
Jackson (Wy-Id),2017,,11.1,,32.3157,-90.2125
Jackson (Wy-Id),2017,,11.1,,42.2431,-84.4038
Jackson (Wy-Id),2017,,11.1,,35.6538,-88.8354
Jackson (Wy-Id),2017,,11.1,,37.3792,-89.6522
Jackson (Wy-Id),2017,,11.1,,43.472,-110.7746
Jackson (Wy-Id),2017,,11.1,,43.3233,-88.1666
Jackson (Wy-Id),2017,,11.1,,39.0448,-82.6458
Jackson (Wy-Id),2017,,11.1,,33.292,-83.9679
Jackson (Wy-Id),2017,,11.1,,38.3485,-120.7728
Jackson (Wy-Id),2017,,11.1,,31.5318,-87.8915
Jackson (Wy-Id),2017,,11.1,,30.8346,-91.208
Jackson (Wy-Id),2017,,11.1,,43.6265,-94.9891
Jackson (Wy-Id),2017,,11.1,,37.5589,-83.3783
Jackson (Wy-Id),2017,,11.1,,33.3283,-81.7925
Jackson (Wy-Id),2017,,11.1,,36.3901,-77.4193
Jackson (Wy-Id),2017,,11.1,,42.4507,-96.5787
Jackson (Wy-Id),2017,,11.1,,45.3679,-113.4097
Jacksonville (Fl),2010,,20.6,,30.3322,-81.6749
Jacksonville (Fl),2010,,20.6,,34.7289,-77.3941
Jacksonville (Fl),2010,,20.6,,34.8807,-92.1304
Jacksonville (Fl),2010,,20.6,,39.7292,-90.2317
Jacksonville (Fl),2010,,20.6,,33.8088,-85.7545
Jacksonville (Fl),2010,,20.6,,31.9642,-95.2617
Jacksonville (Fl),2010,,20.6,,42.3127,-122.9692
Jacksonville (Fl),2010,,20.6,,42.5088,-76.6167
Jacksonville (Fl),2010,,20.6,,40.5615,-79.2997
Jacksonville (Fl),2010,,20.6,,39.4761,-82.0796
Jacksonville (Fl),2010,,20.6,,42.7976,-72.8192
Jacksonville (Fl),2010,,20.6,,31.8125,-82.979
Jacksonville (Fl),2010,,20.6,,39.5877,-92.4728
Jacksonville (Fl),2010,,20.6,,41.6452,-95.1515
Jacksonville (Fl),2011,,,15.8,30.3322,-81.6749
Jacksonville (Fl),2011,,,15.8,34.7289,-77.3941
Jacksonville (Fl),2011,,,15.8,34.8807,-92.1304
Jacksonville (Fl),2011,,,15.8,39.7292,-90.2317
Jacksonville (Fl),2011,,,15.8,33.8088,-85.7545
Jacksonville (Fl),2011,,,15.8,31.9642,-95.2617
Jacksonville (Fl),2011,,,15.8,42.3127,-122.9692
Jacksonville (Fl),2011,,,15.8,42.5088,-76.6167
Jacksonville (Fl),2011,,,15.8,40.5615,-79.2997
Jacksonville (Fl),2011,,,15.8,39.4761,-82.0796
Jacksonville (Fl),2011,,,15.8,42.7976,-72.8192
Jacksonville (Fl),2011,,,15.8,31.8125,-82.979
Jacksonville (Fl),2011,,,15.8,39.5877,-92.4728
Jacksonville (Fl),2011,,,15.8,41.6452,-95.1515
Jacksonville (Fl),2012,,19.1,15.2,30.3322,-81.6749
Jacksonville (Fl),2012,,19.1,15.2,34.7289,-77.3941
Jacksonville (Fl),2012,,19.1,15.2,34.8807,-92.1304
Jacksonville (Fl),2012,,19.1,15.2,39.7292,-90.2317
Jacksonville (Fl),2012,,19.1,15.2,33.8088,-85.7545
Jacksonville (Fl),2012,,19.1,15.2,31.9642,-95.2617
Jacksonville (Fl),2012,,19.1,15.2,42.3127,-122.9692
Jacksonville (Fl),2012,,19.1,15.2,42.5088,-76.6167
Jacksonville (Fl),2012,,19.1,15.2,40.5615,-79.2997
Jacksonville (Fl),2012,,19.1,15.2,39.4761,-82.0796
Jacksonville (Fl),2012,,19.1,15.2,42.7976,-72.8192
Jacksonville (Fl),2012,,19.1,15.2,31.8125,-82.979
Jacksonville (Fl),2012,,19.1,15.2,39.5877,-92.4728
Jacksonville (Fl),2012,,19.1,15.2,41.6452,-95.1515
Jacksonville (Fl),2013,,19.1,14.6,30.3322,-81.6749
Jacksonville (Fl),2013,,19.1,14.6,34.7289,-77.3941
Jacksonville (Fl),2013,,19.1,14.6,34.8807,-92.1304
Jacksonville (Fl),2013,,19.1,14.6,39.7292,-90.2317
Jacksonville (Fl),2013,,19.1,14.6,33.8088,-85.7545
Jacksonville (Fl),2013,,19.1,14.6,31.9642,-95.2617
Jacksonville (Fl),2013,,19.1,14.6,42.3127,-122.9692
Jacksonville (Fl),2013,,19.1,14.6,42.5088,-76.6167
Jacksonville (Fl),2013,,19.1,14.6,40.5615,-79.2997
Jacksonville (Fl),2013,,19.1,14.6,39.4761,-82.0796
Jacksonville (Fl),2013,,19.1,14.6,42.7976,-72.8192
Jacksonville (Fl),2013,,19.1,14.6,31.8125,-82.979
Jacksonville (Fl),2013,,19.1,14.6,39.5877,-92.4728
Jacksonville (Fl),2013,,19.1,14.6,41.6452,-95.1515
Jacksonville (Fl),2014,,15.8,,30.3322,-81.6749
Jacksonville (Fl),2014,,15.8,,34.7289,-77.3941
Jacksonville (Fl),2014,,15.8,,34.8807,-92.1304
Jacksonville (Fl),2014,,15.8,,39.7292,-90.2317
Jacksonville (Fl),2014,,15.8,,33.8088,-85.7545
Jacksonville (Fl),2014,,15.8,,31.9642,-95.2617
Jacksonville (Fl),2014,,15.8,,42.3127,-122.9692
Jacksonville (Fl),2014,,15.8,,42.5088,-76.6167
Jacksonville (Fl),2014,,15.8,,40.5615,-79.2997
Jacksonville (Fl),2014,,15.8,,39.4761,-82.0796
Jacksonville (Fl),2014,,15.8,,42.7976,-72.8192
Jacksonville (Fl),2014,,15.8,,31.8125,-82.979
Jacksonville (Fl),2014,,15.8,,39.5877,-92.4728
Jacksonville (Fl),2014,,15.8,,41.6452,-95.1515
Jacksonville (Fl),2016,,,13.6,30.3322,-81.6749
Jacksonville (Fl),2016,,,13.6,34.7289,-77.3941
Jacksonville (Fl),2016,,,13.6,34.8807,-92.1304
Jacksonville (Fl),2016,,,13.6,39.7292,-90.2317
Jacksonville (Fl),2016,,,13.6,33.8088,-85.7545
Jacksonville (Fl),2016,,,13.6,31.9642,-95.2617
Jacksonville (Fl),2016,,,13.6,42.3127,-122.9692
Jacksonville (Fl),2016,,,13.6,42.5088,-76.6167
Jacksonville (Fl),2016,,,13.6,40.5615,-79.2997
Jacksonville (Fl),2016,,,13.6,39.4761,-82.0796
Jacksonville (Fl),2016,,,13.6,42.7976,-72.8192
Jacksonville (Fl),2016,,,13.6,31.8125,-82.979
Jacksonville (Fl),2016,,,13.6,39.5877,-92.4728
Jacksonville (Fl),2016,,,13.6,41.6452,-95.1515
Jacksonville (Fl),2017,,,13.0,30.3322,-81.6749
Jacksonville (Fl),2017,,,13.0,34.7289,-77.3941
Jacksonville (Fl),2017,,,13.0,34.8807,-92.1304
Jacksonville (Fl),2017,,,13.0,39.7292,-90.2317
Jacksonville (Fl),2017,,,13.0,33.8088,-85.7545
Jacksonville (Fl),2017,,,13.0,31.9642,-95.2617
Jacksonville (Fl),2017,,,13.0,42.3127,-122.9692
Jacksonville (Fl),2017,,,13.0,42.5088,-76.6167
Jacksonville (Fl),2017,,,13.0,40.5615,-79.2997
Jacksonville (Fl),2017,,,13.0,39.4761,-82.0796
Jacksonville (Fl),2017,,,13.0,42.7976,-72.8192
Jacksonville (Fl),2017,,,13.0,31.8125,-82.979
Jacksonville (Fl),2017,,,13.0,39.5877,-92.4728
Jacksonville (Fl),2017,,,13.0,41.6452,-95.1515
Jacksonville (Fl),2018,,,12.9,30.3322,-81.6749
Jacksonville (Fl),2018,,,12.9,34.7289,-77.3941
Jacksonville (Fl),2018,,,12.9,34.8807,-92.1304
Jacksonville (Fl),2018,,,12.9,39.7292,-90.2317
Jacksonville (Fl),2018,,,12.9,33.8088,-85.7545
Jacksonville (Fl),2018,,,12.9,31.9642,-95.2617
Jacksonville (Fl),2018,,,12.9,42.3127,-122.9692
Jacksonville (Fl),2018,,,12.9,42.5088,-76.6167
Jacksonville (Fl),2018,,,12.9,40.5615,-79.2997
Jacksonville (Fl),2018,,,12.9,39.4761,-82.0796
Jacksonville (Fl),2018,,,12.9,42.7976,-72.8192
Jacksonville (Fl),2018,,,12.9,31.8125,-82.979
Jacksonville (Fl),2018,,,12.9,39.5877,-92.4728
Jacksonville (Fl),2018,,,12.9,41.6452,-95.1515
Jacksonville (Fl),2019,,19.6,12.3,30.3322,-81.6749
Jacksonville (Fl),2019,,19.6,12.3,34.7289,-77.3941
Jacksonville (Fl),2019,,19.6,12.3,34.8807,-92.1304
Jacksonville (Fl),2019,,19.6,12.3,39.7292,-90.2317
Jacksonville (Fl),2019,,19.6,12.3,33.8088,-85.7545
Jacksonville (Fl),2019,,19.6,12.3,31.9642,-95.2617
Jacksonville (Fl),2019,,19.6,12.3,42.3127,-122.9692
Jacksonville (Fl),2019,,19.6,12.3,42.5088,-76.6167
Jacksonville (Fl),2019,,19.6,12.3,40.5615,-79.2997
Jacksonville (Fl),2019,,19.6,12.3,39.4761,-82.0796
Jacksonville (Fl),2019,,19.6,12.3,42.7976,-72.8192
Jacksonville (Fl),2019,,19.6,12.3,31.8125,-82.979
Jacksonville (Fl),2019,,19.6,12.3,39.5877,-92.4728
Jacksonville (Fl),2019,,19.6,12.3,41.6452,-95.1515
Jasper (In),2010,,20.9,,38.3933,-86.9402
Jasper (In),2010,,20.9,,33.8508,-87.271
Jasper (In),2010,,20.9,,30.9221,-93.9947
Jasper (In),2010,,20.9,,30.5061,-82.954
Jasper (In),2010,,20.9,,34.471,-84.4497
Jasper (In),2010,,20.9,,35.0663,-85.6227
Jasper (In),2010,,20.9,,37.3354,-94.3023
Jasper (In),2010,,20.9,,36.0124,-93.1874
Jasper (In),2010,,20.9,,43.8491,-96.3999
Jasper (In),2010,,20.9,,43.9892,-122.91
Jasper (In),2010,,20.9,,41.7859,-84.0403
Jasper (In),2011,,18.2,,38.3933,-86.9402
Jasper (In),2011,,18.2,,33.8508,-87.271
Jasper (In),2011,,18.2,,30.9221,-93.9947
Jasper (In),2011,,18.2,,30.5061,-82.954
Jasper (In),2011,,18.2,,34.471,-84.4497
Jasper (In),2011,,18.2,,35.0663,-85.6227
Jasper (In),2011,,18.2,,37.3354,-94.3023
Jasper (In),2011,,18.2,,36.0124,-93.1874
Jasper (In),2011,,18.2,,43.8491,-96.3999
Jasper (In),2011,,18.2,,43.9892,-122.91
Jasper (In),2011,,18.2,,41.7859,-84.0403
Jasper (In),2013,10.9,,,38.3933,-86.9402
Jasper (In),2013,10.9,,,33.8508,-87.271
Jasper (In),2013,10.9,,,30.9221,-93.9947
Jasper (In),2013,10.9,,,30.5061,-82.954
Jasper (In),2013,10.9,,,34.471,-84.4497
Jasper (In),2013,10.9,,,35.0663,-85.6227
Jasper (In),2013,10.9,,,37.3354,-94.3023
Jasper (In),2013,10.9,,,36.0124,-93.1874
Jasper (In),2013,10.9,,,43.8491,-96.3999
Jasper (In),2013,10.9,,,43.9892,-122.91
Jasper (In),2013,10.9,,,41.7859,-84.0403
Jasper (In),2014,11.1,17.1,,38.3933,-86.9402
Jasper (In),2014,11.1,17.1,,33.8508,-87.271
Jasper (In),2014,11.1,17.1,,30.9221,-93.9947
Jasper (In),2014,11.1,17.1,,30.5061,-82.954
Jasper (In),2014,11.1,17.1,,34.471,-84.4497
Jasper (In),2014,11.1,17.1,,35.0663,-85.6227
Jasper (In),2014,11.1,17.1,,37.3354,-94.3023
Jasper (In),2014,11.1,17.1,,36.0124,-93.1874
Jasper (In),2014,11.1,17.1,,43.8491,-96.3999
Jasper (In),2014,11.1,17.1,,43.9892,-122.91
Jasper (In),2014,11.1,17.1,,41.7859,-84.0403
Jasper (In),2016,,15.0,,38.3933,-86.9402
Jasper (In),2016,,15.0,,33.8508,-87.271
Jasper (In),2016,,15.0,,30.9221,-93.9947
Jasper (In),2016,,15.0,,30.5061,-82.954
Jasper (In),2016,,15.0,,34.471,-84.4497
Jasper (In),2016,,15.0,,35.0663,-85.6227
Jasper (In),2016,,15.0,,37.3354,-94.3023
Jasper (In),2016,,15.0,,36.0124,-93.1874
Jasper (In),2016,,15.0,,43.8491,-96.3999
Jasper (In),2016,,15.0,,43.9892,-122.91
Jasper (In),2016,,15.0,,41.7859,-84.0403
Jasper (In),2018,8.9,,,38.3933,-86.9402
Jasper (In),2018,8.9,,,33.8508,-87.271
Jasper (In),2018,8.9,,,30.9221,-93.9947
Jasper (In),2018,8.9,,,30.5061,-82.954
Jasper (In),2018,8.9,,,34.471,-84.4497
